Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,365,"0.286499",9.00
2,2.500000e-01,2457,"0.293249",10.00
3,1.250000e-01,17969,"0.316516",10.00
4,6.250000e-02,137313,"0.324698",10.00
5,3.125000e-02,1073345,"0.326381",10.00
