Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.239881",13.00
2,2.500000e-01,3681,"0.309705",14.88
3,1.250000e-01,26945,"0.365759",15.75
4,6.250000e-02,205953,"0.406837",16.00
5,3.125000e-02,1609985,"0.435796",16.00
