Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,425,"0.18921",13.00
2,7.475447e-02,1617,"0.259052",14.00
3,3.737724e-02,6305,"0.282398",14.00
4,1.868862e-02,24897,"0.2901",15.00
5,9.344309e-03,98945,"0.293695",15.00
6,4.672154e-03,394497,"0.296402",15.00
