Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,361,"0.181013",12.00
2,9.937634e-02,1393,"0.260213",12.50
3,4.968817e-02,5473,"0.280872",13.00
4,2.484408e-02,21697,"0.298842",13.00
5,1.242204e-02,86401,"0.317247",13.00
6,6.211021e-03,344833,"0.330998",13.00
