Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,8.838835e-02,1040,"1 0.206951",10.00
2,4.419417e-02,4000,"1 0.261767",11.00
3,2.209709e-02,15680,"1 0.282868",11.00
4,1.104854e-02,62080,"1 0.290287",11.00
5,5.524272e-03,247040,"1 0.293885",11.00
6,2.762136e-03,985600,"1 0.296566",11.00
