Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,9.961539e-02,2403,"1 1 0.273438",8.75
2,4.980769e-02,9383,"1 1 0.303648",9.00
3,2.490385e-02,37071,"1 1 0.326547",9.00
4,1.245192e-02,147359,"1 1 0.36538",9.00
5,6.225962e-03,587583,"1 1 0.383947",9.88
6,3.112981e-03,2346623,"1 1 0.38984",10.00
