Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,807,"0.271721",9.00
2,9.477608e-02,3133,"0.3336",9.50
3,4.738804e-02,12345,"0.364723",10.00
4,2.369402e-02,49009,"0.400312",10.00
5,1.184701e-02,195297,"0.417743",10.00
6,5.923505e-03,779713,"0.423113",10.00
