Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,249,"0.278154",8.75
2,9.937634e-02,945,"0.271585",9.00
3,4.968817e-02,3681,"0.340163",10.00
4,2.484408e-02,14529,"0.370652",10.00
5,1.242204e-02,57729,"0.385916",10.00
6,6.211021e-03,230145,"0.391874",10.00
