Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.270755",8.88
2,9.175921e-02,761,"0.342123",9.75
3,4.587960e-02,2929,"0.406994",10.88
4,2.293980e-02,11489,"0.441371",11.00
5,1.146990e-02,45505,"0.455712",11.12
6,5.734951e-03,181121,"0.460908",11.25
