Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,8.838835e-02,720,"1 0.26251",9.00
2,4.419417e-02,2720,"1 0.332701",9.00
3,2.209709e-02,10560,"1 0.368848",9.00
4,1.104854e-02,41600,"1 0.385707",9.12
5,5.524272e-03,165120,"1 0.391809",10.00
6,2.762136e-03,657920,"1 0.393698",10.00
