Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,293,"0.183398",12.00
2,9.175921e-02,1113,"0.223453",13.00
3,4.587960e-02,4337,"0.248731",14.00
4,2.293980e-02,17121,"0.256248",14.00
5,1.146990e-02,68033,"0.259479",14.38
6,5.734951e-03,271233,"0.260386",14.75
