Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,361,"0.181013",12.00
2,9.937634e-02,1393,"0.243925",12.62
3,4.968817e-02,5473,"0.254554",13.00
4,2.484408e-02,21697,"0.258056",13.00
5,1.242204e-02,86401,"0.258923",13.00
6,6.211021e-03,344833,"0.260341",13.00
