Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.250841",8.88
2,9.175921e-02,761,"0.326905",10.00
3,4.587960e-02,2929,"0.398478",10.12
4,2.293980e-02,11489,"0.432005",11.00
5,1.146990e-02,45505,"0.445048",11.00
6,5.734951e-03,181121,"0.449577",11.00
