Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,939,"0.463895",17.12
2,1.537841e-01,6341,"0.56044",23.00
3,7.689203e-02,46409,"0.639035",26.00
4,3.844601e-02,354705,"0.686013",28.00
5,1.922301e-02,2772769,"0.706432",29.00
