Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,4401,"0.460564",14.12
2,2.165064e-01,31841,"0.532574",15.88
3,1.082532e-01,241857,"0.56728",16.00
4,5.412659e-02,1884545,"0.588427",16.00
5,2.706329e-02,14877441,"0.602941",16.00
