Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.446812",14.00
2,2.500000e-01,3681,"0.535386",16.00
3,1.250000e-01,26945,"0.598387",18.00
4,6.250000e-02,205953,"0.637222",18.00
5,3.125000e-02,1609985,"0.663483",19.00
