Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,939,"0.315128",24.12
2,1.537841e-01,6341,"0.40347",33.00
3,7.689203e-02,46409,"0.458567",37.00
4,3.844601e-02,354705,"0.492155",39.62
5,1.922301e-02,2772769,"0.514804",40.00
