Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.147169",12.00
2,9.175921e-02,761,"0.155865",13.00
3,4.587960e-02,2929,"0.160275",14.00
4,2.293980e-02,11489,"0.162978",14.12
5,1.146990e-02,45505,"0.163864",15.00
6,5.734951e-03,181121,"0.166413",15.00
