Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,8.838835e-02,720,"1 0.14806",10.00
2,4.419417e-02,2720,"1 0.153079",11.00
3,2.209709e-02,10560,"1 0.153424",11.00
4,1.104854e-02,41600,"1 0.15734",11.00
5,5.524272e-03,165120,"1 0.162",11.00
6,2.762136e-03,657920,"1 0.163939",11.00
