Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,807,"0.161439",13.25
2,9.477608e-02,3133,"0.183149",14.00
3,4.738804e-02,12345,"0.180199",15.00
4,2.369402e-02,49009,"0.179286",15.00
5,1.184701e-02,195297,"0.179132",15.00
6,5.923505e-03,779713,"0.179077",15.00
