Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.147169",12.00
2,9.175921e-02,761,"0.186149",13.00
3,4.587960e-02,2929,"0.212594",14.00
4,2.293980e-02,11489,"0.247546",14.62
5,1.146990e-02,45505,"0.266774",15.00
6,5.734951e-03,181121,"0.279503",15.00
