Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.250000e-01,153,"0.157081",7.00
2,6.250000e-02,561,"0.176283",7.00
3,3.125000e-02,2145,"0.192362",7.00
4,1.562500e-02,8385,"0.203168",7.00
5,7.812500e-03,33153,"0.210172",7.00
6,3.906250e-03,131841,"0.215299",7.00
