Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,12849,"0.53902",15.00
2,2.165064e-01,97889,"0.58563",15.00
3,1.082532e-01,764097,"0.617234",14.00
4,5.412659e-02,6037889,"0.637052",14.00
5,2.706329e-02,48005889,"0.645923",14.00
