Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,2551,"0.602574",16.00
2,1.537841e-01,18741,"0.64278",18.00
3,7.689203e-02,143625,"0.715062",20.00
4,3.844601e-02,1124497,"0.736006",21.88
5,1.922301e-02,8899361,"0.757162",22.00
