Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.368254",13.25
2,2.500000e-01,3681,"0.387957",15.75
3,1.250000e-01,26945,"0.387598",16.88
4,6.250000e-02,205953,"0.387659",17.00
5,3.125000e-02,1609985,"0.389231",17.00
