Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.163704",8.00
2,9.175921e-02,761,"0.208963",9.00
3,4.587960e-02,2929,"0.256204",10.00
4,2.293980e-02,11489,"0.273773",10.00
5,1.146990e-02,45505,"0.284439",10.00
6,5.734951e-03,181121,"0.291897",10.00
