Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,297,"0.168178",8.00
2,7.475447e-02,1105,"0.190615",9.00
3,3.737724e-02,4257,"0.237789",9.00
4,1.868862e-02,16705,"0.258644",9.00
5,9.344309e-03,66177,"0.269615",9.00
6,4.672154e-03,263425,"0.283189",9.00
