Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,12849,"0.478492",17.00
2,2.165064e-01,97889,"0.517622",16.00
3,1.082532e-01,764097,"0.54526",15.00
4,5.412659e-02,6037889,"0.566043",15.00
5,2.706329e-02,48005889,"0.582468",15.00
