Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,1481,"0.457497",27.88
2,2.500000e-01,10881,"0.479742",27.00
3,1.250000e-01,83393,"0.516981",26.00
4,6.250000e-02,652929,"0.55804",26.75
5,3.125000e-02,5167361,"0.588505",27.00
