Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,2551,"0.505013",28.88
2,1.537841e-01,18741,"0.541087",26.25
3,7.689203e-02,143625,"0.580252",27.00
4,3.844601e-02,1124497,"0.607778",27.00
5,1.922301e-02,8899361,"0.627056",27.38
