Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,4401,"0.372599",17.38
2,2.165064e-01,31841,"0.394618",19.00
3,1.082532e-01,241857,"0.400156",19.00
4,5.412659e-02,1884545,"0.402351",20.00
5,2.706329e-02,14877441,"0.403596",20.00
