Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,365,"0.239603",11.50
2,2.500000e-01,2457,"0.282412",11.75
3,1.250000e-01,17969,"0.28171",12.00
4,6.250000e-02,137313,"0.284651",12.00
5,3.125000e-02,1073345,"0.287244",12.00
