Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.535534e-01,389,"0.469993",10.00
2,1.767767e-01,2633,"0.484754",10.00
3,8.838835e-02,19345,"0.507104",11.00
4,4.419417e-02,148257,"0.530055",11.00
5,2.209709e-02,1160769,"0.537888",11.00
