Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.581139e+00,4305,"1 1 0.650983",24.62
2,7.905694e-01,32449,"1 1 0.670325",26.62
3,3.952847e-01,251777,"1 1 0.69829",27.88
4,1.976424e-01,1983233,"1 1 0.720653",28.38
5,9.882118e-02,15742465,"1 1 0.738282",28.88
