Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,9.961539e-02,2403,"1 1 0.197851",8.00
2,4.980769e-02,9383,"1 1 0.199005",8.00
3,2.490385e-02,37071,"1 1 0.219423",8.00
4,1.245192e-02,147359,"1 1 0.236289",8.12
5,6.225962e-03,587583,"1 1 0.248596",8.38
6,3.112981e-03,2346623,"1 1 0.255121",8.75
