Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,249,"0.17699",8.00
2,9.937634e-02,945,"0.174374",8.25
3,4.968817e-02,3681,"0.190981",9.00
4,2.484408e-02,14529,"0.218295",9.00
5,1.242204e-02,57729,"0.234253",9.00
6,6.211021e-03,230145,"0.240611",9.00
