Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,1187,"0.284343",9.00
2,9.477608e-02,4653,"0.337245",9.00
3,4.738804e-02,18425,"0.362497",9.12
4,2.369402e-02,73329,"0.39936",10.00
5,1.184701e-02,292577,"0.417668",10.00
6,5.923505e-03,1168833,"0.42349",10.00
