Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,9.961539e-02,3547,"1 1 0.265376",8.00
2,4.980769e-02,13959,"1 1 0.269291",8.00
3,2.490385e-02,55375,"1 1 0.305043",8.00
4,1.245192e-02,220575,"1 1 0.325384",8.00
5,6.225962e-03,880447,"1 1 0.332309",8.00
6,3.112981e-03,3518079,"1 1 0.334665",9.00
