Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.535534e-01,389,"0.480982",10.00
2,1.767767e-01,2633,"0.491102",10.00
3,8.838835e-02,19345,"0.506432",10.00
4,4.419417e-02,148257,"0.529958",10.38
5,2.209709e-02,1160769,"0.540703",11.00
