Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,2551,"0.602574",16.00
2,1.537841e-01,18741,"0.634187",18.00
3,7.689203e-02,143625,"0.707314",20.00
4,3.844601e-02,1124497,"0.729481",21.25
5,1.922301e-02,8899361,"0.7527",22.00
