Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.581139e+00,1505,"1 0.345833",47.62
2,7.905694e-01,10689,"1 0.358831",54.88
3,3.952847e-01,80257,"1 0.379473",61.75
4,1.976424e-01,621313,"1 0.38411",63.88
5,9.882118e-02,4888065,"1 0.38532",65.38
