Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.232631",19.00
2,2.500000e-01,3681,"0.21547",24.00
3,1.250000e-01,26945,"0.214773",26.00
4,6.250000e-02,205953,"0.215357",26.12
5,3.125000e-02,1609985,"0.216241",27.00
