Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,4401,"0.380568",17.88
2,2.165064e-01,31841,"0.393436",19.00
3,1.082532e-01,241857,"0.398402",20.00
4,5.412659e-02,1884545,"0.40055",20.00
5,2.706329e-02,14877441,"0.401531",20.00
