Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,939,"0.315403",24.12
2,1.537841e-01,6341,"0.366602",33.38
3,7.689203e-02,46409,"0.37082",38.00
4,3.844601e-02,354705,"0.372069",41.00
5,1.922301e-02,2772769,"0.372408",41.25
