Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,365,"0.248466",11.62
2,2.500000e-01,2457,"0.281052",12.00
3,1.250000e-01,17969,"0.312577",12.00
4,6.250000e-02,137313,"0.319174",12.00
5,3.125000e-02,1073345,"0.321125",12.00
