Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.165379",12.00
2,2.500000e-01,3681,"0.278013",13.62
3,1.250000e-01,26945,"0.326918",14.00
4,6.250000e-02,205953,"0.343571",14.00
5,3.125000e-02,1609985,"0.351933",14.00
