Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,4.330127e-01,4401,"0.460335",14.50
2,2.165064e-01,31841,"0.495173",15.00
3,1.082532e-01,241857,"0.502445",15.00
4,5.412659e-02,1884545,"0.50761",15.00
5,2.706329e-02,14877441,"0.511392",15.00
