Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.616213",19.00
2,2.500000e-01,3681,"0.711317",23.25
3,1.250000e-01,26945,"0.747912",26.00
4,6.250000e-02,205953,"0.762889",27.25
5,3.125000e-02,1609985,"0.770742",28.00
