Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,1481,"0.515541",14.62
2,2.500000e-01,10881,"0.549185",15.88
3,1.250000e-01,83393,"0.573851",16.50
4,6.250000e-02,652929,"0.601352",17.00
5,3.125000e-02,5167361,"0.615682",17.00
