Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,2551,"0.653512",17.88
2,1.537841e-01,18741,"0.640892",20.38
3,7.689203e-02,143625,"0.636868",22.00
4,3.844601e-02,1124497,"0.684051",22.25
5,1.922301e-02,8899361,"0.705575",23.00
