Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,989,"0.443891",13.00
2,2.500000e-01,7257,"0.492642",12.00
3,1.250000e-01,55601,"0.516673",12.00
4,6.250000e-02,435297,"0.528083",12.00
5,3.125000e-02,3444929,"0.532217",12.00
