Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,361,"0.258887",8.00
2,9.937634e-02,1393,"0.306408",8.00
3,4.968817e-02,5473,"0.320669",9.00
4,2.484408e-02,21697,"0.342698",9.00
5,1.242204e-02,86401,"0.364215",9.00
6,6.211021e-03,344833,"0.378",9.00
