Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,293,"0.243914",8.00
2,9.175921e-02,1113,"0.306408",9.00
3,4.587960e-02,4337,"0.350906",9.88
4,2.293980e-02,17121,"0.375105",10.00
5,1.146990e-02,68033,"0.392295",10.00
6,5.734951e-03,271233,"0.403661",10.00
