Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,425,"0.252734",8.00
2,7.475447e-02,1617,"0.308836",8.88
3,3.737724e-02,6305,"0.342892",9.00
4,1.868862e-02,24897,"0.36511",9.00
5,9.344309e-03,98945,"0.374545",9.00
6,4.672154e-03,394497,"0.390859",9.00
