Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,1187,"0.263064",8.00
2,9.477608e-02,4653,"0.309749",8.88
3,4.738804e-02,18425,"0.336741",9.00
4,2.369402e-02,73329,"0.354506",9.00
5,1.184701e-02,292577,"0.372614",9.00
6,5.923505e-03,1168833,"0.385679",9.00
