Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,297,"0.239176",9.00
2,7.475447e-02,1105,"0.324823",10.00
3,3.737724e-02,4257,"0.375237",10.00
4,1.868862e-02,16705,"0.405194",10.38
5,9.344309e-03,66177,"0.416171",11.00
6,4.672154e-03,263425,"0.42355",11.00
