Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.835184e-01,205,"0.270755",8.88
2,9.175921e-02,761,"0.350254",10.00
3,4.587960e-02,2929,"0.414926",11.00
4,2.293980e-02,11489,"0.446031",11.25
5,1.146990e-02,45505,"0.464009",12.00
6,5.734951e-03,181121,"0.47105",12.00
