Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,9.961539e-02,2403,"1 1 0.273438",8.75
2,4.980769e-02,9383,"1 1 0.342216",9.00
3,2.490385e-02,37071,"1 1 0.377485",9.00
4,1.245192e-02,147359,"1 1 0.39915",10.00
5,6.225962e-03,587583,"1 1 0.414227",10.00
6,3.112981e-03,2346623,"1 1 0.425509",10.00
