Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,807,"0.271721",9.00
2,9.477608e-02,3133,"0.351413",9.88
3,4.738804e-02,12345,"0.38403",10.00
4,2.369402e-02,49009,"0.40896",10.00
5,1.184701e-02,195297,"0.433001",10.00
6,5.923505e-03,779713,"0.444888",10.00
