Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.250000e-01,153,"0.223458",8.00
2,6.250000e-02,561,"0.261883",8.00
3,3.125000e-02,2145,"0.290897",8.88
4,1.562500e-02,8385,"0.302451",9.00
5,7.812500e-03,33153,"0.312268",9.00
6,3.906250e-03,131841,"0.317217",9.00
