Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.535534e-01,165,"0.255478",8.38
2,1.767767e-01,969,"0.377907",10.00
3,8.838835e-02,6545,"0.419952",10.00
4,4.419417e-02,47905,"0.436463",11.00
5,2.209709e-02,366145,"0.4417",11.00
