Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.581139e+00,1505,"1 0.568844",22.25
2,7.905694e-01,10689,"1 0.641585",27.00
3,3.952847e-01,80257,"1 0.649926",28.12
4,1.976424e-01,621313,"1 0.661356",29.00
5,9.882118e-02,4888065,"1 0.684053",30.00
