Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,939,"0.463895",17.12
2,1.537841e-01,6341,"0.562167",22.62
3,7.689203e-02,46409,"0.63632",26.00
4,3.844601e-02,354705,"0.684053",28.00
5,1.922301e-02,2772769,"0.705574",28.88
