Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.535534e-01,165,"0.259832",8.50
2,1.767767e-01,969,"0.312935",9.12
3,8.838835e-02,6545,"0.337669",10.00
4,4.419417e-02,47905,"0.355741",10.00
5,2.209709e-02,366145,"0.369765",10.00
